"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
2,499,85.5668866226755,7132,1203,,,,8335,TRUE,"BE","Siselen","Siselen","Siselen","Siselen BE","Siselen (BE)","Siselen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,500,12.5811327465102,1415,9832,,,,11247,TRUE,"BE","Treiten","Treiten","Treiten","Treiten BE","Treiten (BE)","Treiten BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,501,30.9219042140083,4300,9606,,,,13906,TRUE,"BE","Tschugg","Tschugg","Tschugg","Tschugg BE","Tschugg (BE)","Tschugg BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,502,22.1920289855072,2205,7731,,,,9936,TRUE,"BE","Vinelz","Vinelz","Vinelz","Vinelz BE","Vinelz (BE)","Vinelz BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,533,52.9116945107399,8868,7892,,,,16760,TRUE,"BE","Bätterkinden","Bätterkinden","Bätterkinden","Bätterkinden BE","Bätterkinden (BE)","Bätterkinden BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,536,52.7950310559006,7735,6916,,,,14651,TRUE,"BE","Diemerswil","Diemerswil","Diemerswil","Diemerswil BE","Diemerswil (BE)","Diemerswil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,538,90.9351851851852,9821,979,,,,10800,TRUE,"BE","Fraubrunnen","Fraubrunnen","Fraubrunnen","Fraubrunnen BE","Fraubrunnen (BE)","Fraubrunnen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,540,48.4657458051358,5228,5559,,,,10787,TRUE,"BE","Jegenstorf","Jegenstorf","Jegenstorf","Jegenstorf BE","Jegenstorf (BE)","Jegenstorf BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,541,86.709072648142,7770,1191,,,,8961,TRUE,"BE","Iffwil","Iffwil","Iffwil","Iffwil BE","Iffwil (BE)","Iffwil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,543,58.7583412774071,4931,3461,,,,8392,TRUE,"BE","Mattstetten","Mattstetten","Mattstetten","Mattstetten BE","Mattstetten (BE)","Mattstetten BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,544,23.7852184565129,1165,3733,,,,4898,TRUE,"BE","Moosseedorf","Moosseedorf","Moosseedorf","Moosseedorf BE","Moosseedorf (BE)","Moosseedorf BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,546,55.765456329735,9092,7212,,,,16304,TRUE,"BE","Münchenbuchsee","Münchenbuchsee","Münchenbuchsee","Münchenbuchsee BE","Münchenbuchsee (BE)","Münchenbuchsee BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,551,33.2692475749366,3807,7636,,,,11443,TRUE,"BE","Urtenen-Schönbühl","Urtenen-Schönbühl","Urtenen-Schönbühl","Urtenen-Schönbühl BE","Urtenen-Schönbühl (BE)","Urtenen-Schönbühl BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,552,48.9390555201021,6135,6401,,,,12536,TRUE,"BE","Utzenstorf","Utzenstorf","Utzenstorf","Utzenstorf BE","Utzenstorf (BE)","Utzenstorf BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,553,57.1594949123452,9325,6989,,,,16314,TRUE,"BE","Wiggiswil","Wiggiswil","Wiggiswil","Wiggiswil BE","Wiggiswil (BE)","Wiggiswil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,554,77.5989903770311,4919,1420,,,,6339,TRUE,"BE","Wiler bei Utzenstorf","Wiler bei Utzenstorf","Wiler bei Utzenstorf","Wiler bei Utzenstorf BE","Wiler bei Utzenstorf (BE)","Wiler bei Utzenstorf BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,556,85.8411815068493,8021,1323,,,,9344,TRUE,"BE","Zielebach","Zielebach","Zielebach","Zielebach BE","Zielebach (BE)","Zielebach BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,557,6.51967306595704,686,9836,,,,10522,TRUE,"BE","Zuzwil BE","Zuzwil (BE)","Zuzwil BE","Zuzwil BE","Zuzwil (BE)","Zuzwil BE BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,561,42.8856866069266,7083,9433,,,,16516,TRUE,"BE","Adelboden","Adelboden","Adelboden","Adelboden BE","Adelboden (BE)","Adelboden BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,562,9.93200582807188,409,3709,,,,4118,TRUE,"BE","Aeschi bei Spiez","Aeschi bei Spiez","Aeschi bei Spiez","Aeschi bei Spiez BE","Aeschi bei Spiez (BE)","Aeschi bei Spiez BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,563,57.1854897539625,8623,6456,,,,15079,TRUE,"BE","Frutigen","Frutigen","Frutigen","Frutigen BE","Frutigen (BE)","Frutigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,564,47.0834998002397,4714,5298,,,,10012,TRUE,"BE","Kandergrund","Kandergrund","Kandergrund","Kandergrund BE","Kandergrund (BE)","Kandergrund BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,565,77.5695159629248,7532,2178,,,,9710,TRUE,"BE","Kandersteg","Kandersteg","Kandersteg","Kandersteg BE","Kandersteg (BE)","Kandersteg BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,566,28.3652043494563,3026,7642,,,,10668,TRUE,"BE","Krattigen","Krattigen","Krattigen","Krattigen BE","Krattigen (BE)","Krattigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,567,65.9505472233482,9762,5040,,,,14802,TRUE,"BE","Reichenbach im Kandertal","Reichenbach im Kandertal","Reichenbach im Kandertal","Reichenbach im Kandertal BE","Reichenbach im Kandertal (BE)","Reichenbach im Kandertal BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,571,49.4293015332198,5803,5937,,,,11740,TRUE,"BE","Beatenberg","Beatenberg","Beatenberg","Beatenberg BE","Beatenberg (BE)","Beatenberg BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,572,34.7408170271198,3036,5703,,,,8739,TRUE,"BE","Bönigen","Bönigen","Bönigen","Bönigen BE","Bönigen (BE)","Bönigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,573,43.58206924699,6407,8294,,,,14701,TRUE,"BE","Brienz BE","Brienz (BE)","Brienz BE","Brienz BE","Brienz (BE)","Brienz BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,574,25.0389772372934,1606,4808,,,,6414,TRUE,"BE","Brienzwiler","Brienzwiler","Brienzwiler","Brienzwiler BE","Brienzwiler (BE)","Brienzwiler BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,575,42.4977043158861,4628,6262,,,,10890,TRUE,"BE","Därligen","Därligen","Därligen","Därligen BE","Därligen (BE)","Därligen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,576,35.3846153846154,3910,7140,,,,11050,TRUE,"BE","Grindelwald","Grindelwald","Grindelwald","Grindelwald BE","Grindelwald (BE)","Grindelwald BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,577,47.723292469352,7085,7761,,,,14846,TRUE,"BE","Gsteigwiler","Gsteigwiler","Gsteigwiler","Gsteigwiler BE","Gsteigwiler (BE)","Gsteigwiler BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,578,52.1937277923683,6757,6189,,,,12946,TRUE,"BE","Gündlischwand","Gündlischwand","Gündlischwand","Gündlischwand BE","Gündlischwand (BE)","Gündlischwand BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,579,74.6564885496183,1467,498,,,,1965,TRUE,"BE","Habkern","Habkern","Habkern","Habkern BE","Habkern (BE)","Habkern BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,580,35.0550213145633,3536,6551,,,,10087,TRUE,"BE","Hofstetten bei Brienz","Hofstetten bei Brienz","Hofstetten bei Brienz","Hofstetten bei Brienz BE","Hofstetten bei Brienz (BE)","Hofstetten bei Brienz BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,581,72.200652275198,9298,3580,,,,12878,TRUE,"BE","Interlaken","Interlaken","Interlaken","Interlaken BE","Interlaken (BE)","Interlaken BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,582,41.3457668053133,6163,8743,,,,14906,TRUE,"BE","Iseltwald","Iseltwald","Iseltwald","Iseltwald BE","Iseltwald (BE)","Iseltwald BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,584,36.1629591749766,4243,7490,,,,11733,TRUE,"BE","Lauterbrunnen","Lauterbrunnen","Lauterbrunnen","Lauterbrunnen BE","Lauterbrunnen (BE)","Lauterbrunnen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,585,34.5891119850963,1671,3160,,,,4831,TRUE,"BE","Leissigen","Leissigen","Leissigen","Leissigen BE","Leissigen (BE)","Leissigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,586,45.2208106473079,1495,1811,,,,3306,TRUE,"BE","Lütschental","Lütschental","Lütschental","Lütschental BE","Lütschental (BE)","Lütschental BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,587,47.6468349613091,3756,4127,,,,7883,TRUE,"BE","Matten bei Interlaken","Matten bei Interlaken","Matten bei Interlaken","Matten bei Interlaken BE","Matten bei Interlaken (BE)","Matten bei Interlaken BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,588,52.3024594453166,9995,9115,,,,19110,TRUE,"BE","Niederried bei Interlaken","Niederried bei Interlaken","Niederried bei Interlaken","Niederried bei Interlaken BE","Niederried bei Interlaken (BE)","Niederried bei Interlaken BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,589,31.503699260148,3151,6851,,,,10002,TRUE,"BE","Oberried am Brienzersee","Oberried am Brienzersee","Oberried am Brienzersee","Oberried am Brienzersee BE","Oberried am Brienzersee (BE)","Oberried am Brienzersee BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,590,71.4208619227507,9264,3707,,,,12971,TRUE,"BE","Ringgenberg BE","Ringgenberg (BE)","Ringgenberg BE","Ringgenberg BE","Ringgenberg (BE)","Ringgenberg BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,591,61.9789637709388,4773,2928,,,,7701,TRUE,"BE","Saxeten","Saxeten","Saxeten","Saxeten BE","Saxeten (BE)","Saxeten BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,592,80.8912830558276,8259,1951,,,,10210,TRUE,"BE","Schwanden bei Brienz","Schwanden bei Brienz","Schwanden bei Brienz","Schwanden bei Brienz BE","Schwanden bei Brienz (BE)","Schwanden bei Brienz BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,593,45.9284720517227,5612,6607,,,,12219,TRUE,"BE","Unterseen","Unterseen","Unterseen","Unterseen BE","Unterseen (BE)","Unterseen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,594,85.1358695652174,9399,1641,,,,11040,TRUE,"BE","Wilderswil","Wilderswil","Wilderswil","Wilderswil BE","Wilderswil (BE)","Wilderswil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,602,27.1572988273352,3358,9007,,,,12365,TRUE,"BE","Arni BE","Arni (BE)","Arni BE","Arni BE","Arni (BE)","Arni BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,603,46.493199955041,8273,9521,,,,17794,TRUE,"BE","Biglen","Biglen","Biglen","Biglen BE","Biglen (BE)","Biglen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,605,44.2196901805147,3454,4357,,,,7811,TRUE,"BE","Bowil","Bowil","Bowil","Bowil BE","Bowil (BE)","Bowil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,606,41.6152995100364,2633,3694,,,,6327,TRUE,"BE","Brenzikofen","Brenzikofen","Brenzikofen","Brenzikofen BE","Brenzikofen (BE)","Brenzikofen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,607,11.0531093962778,487,3919,,,,4406,TRUE,"BE","Freimettigen","Freimettigen","Freimettigen","Freimettigen BE","Freimettigen (BE)","Freimettigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,608,9.33253873659118,783,7607,,,,8390,TRUE,"BE","Grosshöchstetten","Grosshöchstetten","Grosshöchstetten","Grosshöchstetten BE","Grosshöchstetten (BE)","Grosshöchstetten BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,609,40.9123765159425,5094,7357,,,,12451,TRUE,"BE","Häutligen","Häutligen","Häutligen","Häutligen BE","Häutligen (BE)","Häutligen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,610,92.2364300626305,7069,595,,,,7664,TRUE,"BE","Herbligen","Herbligen","Herbligen","Herbligen BE","Herbligen (BE)","Herbligen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,611,34.7898727669965,2707,5074,,,,7781,TRUE,"BE","Kiesen","Kiesen","Kiesen","Kiesen BE","Kiesen (BE)","Kiesen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,612,58.0683506686478,3908,2822,,,,6730,TRUE,"BE","Konolfingen","Konolfingen","Konolfingen","Konolfingen BE","Konolfingen (BE)","Konolfingen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,613,30.8396946564886,404,906,,,,1310,TRUE,"BE","Landiswil","Landiswil","Landiswil","Landiswil BE","Landiswil (BE)","Landiswil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,614,27.4028177325367,3715,9842,,,,13557,TRUE,"BE","Linden","Linden","Linden","Linden BE","Linden (BE)","Linden BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,615,6.92948090107738,566,7602,,,,8168,TRUE,"BE","Mirchel","Mirchel","Mirchel","Mirchel BE","Mirchel (BE)","Mirchel BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,616,83.7636041508479,6619,1283,,,,7902,TRUE,"BE","Münsingen","Münsingen","Münsingen","Münsingen BE","Münsingen (BE)","Münsingen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,617,67.0531400966184,2776,1364,,,,4140,TRUE,"BE","Niederhünigen","Niederhünigen","Niederhünigen","Niederhünigen BE","Niederhünigen (BE)","Niederhünigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,619,15.5340992422391,1271,6911,,,,8182,TRUE,"BE","Oberdiessbach","Oberdiessbach","Oberdiessbach","Oberdiessbach BE","Oberdiessbach (BE)","Oberdiessbach BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,620,28.8077188146106,2508,6198,,,,8706,TRUE,"BE","Oberthal","Oberthal","Oberthal","Oberthal BE","Oberthal (BE)","Oberthal BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,622,47.8027429238401,8191,8944,,,,17135,TRUE,"BE","Oppligen","Oppligen","Oppligen","Oppligen BE","Oppligen (BE)","Oppligen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,623,30.2515887525028,3475,8012,,,,11487,TRUE,"BE","Rubigen","Rubigen","Rubigen","Rubigen BE","Rubigen (BE)","Rubigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,626,34.1949829754708,4921,9470,,,,14391,TRUE,"BE","Walkringen","Walkringen","Walkringen","Walkringen BE","Walkringen (BE)","Walkringen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,627,18.727237876174,977,4240,,,,5217,TRUE,"BE","Worb","Worb","Worb","Worb BE","Worb (BE)","Worb BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,628,66.9078764263846,2404,1189,,,,3593,TRUE,"BE","Zäziwil","Zäziwil","Zäziwil","Zäziwil BE","Zäziwil (BE)","Zäziwil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,629,23.2949378599576,1537,5061,,,,6598,TRUE,"BE","Oberhünigen","Oberhünigen","Oberhünigen","Oberhünigen BE","Oberhünigen (BE)","Oberhünigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,630,35.9645590012082,5358,9540,,,,14898,TRUE,"BE","Allmendingen","Allmendingen","Allmendingen","Allmendingen BE","Allmendingen (BE)","Allmendingen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,632,35.8662832494608,4989,8921,,,,13910,TRUE,"BE","Wichtrach","Wichtrach","Wichtrach","Wichtrach BE","Wichtrach (BE)","Wichtrach BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,662,37.7390989030913,4163,6868,,,,11031,TRUE,"BE","Ferenbalm","Ferenbalm","Ferenbalm","Ferenbalm BE","Ferenbalm (BE)","Ferenbalm BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,663,49.6582095438412,7555,7659,,,,15214,TRUE,"BE","Frauenkappelen","Frauenkappelen","Frauenkappelen","Frauenkappelen BE","Frauenkappelen (BE)","Frauenkappelen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,665,94.0802242829416,8725,549,,,,9274,TRUE,"BE","Gurbrü","Gurbrü","Gurbrü","Gurbrü BE","Gurbrü (BE)","Gurbrü BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,666,70.0184501845018,5313,2275,,,,7588,TRUE,"BE","Kriechenwil","Kriechenwil","Kriechenwil","Kriechenwil BE","Kriechenwil (BE)","Kriechenwil BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,667,86.4703541583764,6519,1020,,,,7539,TRUE,"BE","Laupen","Laupen","Laupen","Laupen BE","Laupen (BE)","Laupen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,668,50.0698812019567,4299,4287,,,,8586,TRUE,"BE","Mühleberg","Mühleberg","Mühleberg","Mühleberg BE","Mühleberg (BE)","Mühleberg BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,669,21.5909090909091,380,1380,,,,1760,TRUE,"BE","Münchenwiler","Villars-les-Moines","Münchenwiler","Münchenwiler BE","Villars-les-Moines (BE)","Münchenwiler BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,670,58.3566638453024,8963,6396,,,,15359,TRUE,"BE","Neuenegg","Neuenegg","Neuenegg","Neuenegg BE","Neuenegg (BE)","Neuenegg BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,671,49.760013962824,5702,5757,,,,11459,TRUE,"BE","Wileroltigen","Wileroltigen","Wileroltigen","Wileroltigen BE","Wileroltigen (BE)","Wileroltigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,681,50.3966370601397,7433,7316,,,,14749,TRUE,"BE","Belprahon","Belprahon","Belprahon","Belprahon BE","Belprahon (BE)","Belprahon BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,683,58.736570691878,6834,4801,,,,11635,TRUE,"BE","Champoz","Champoz","Champoz","Champoz BE","Champoz (BE)","Champoz BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,687,48.1218404044282,7520,8107,,,,15627,TRUE,"BE","Corcelles BE","Corcelles (BE)","Corcelles BE","Corcelles BE","Corcelles (BE)","Corcelles BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,690,73.0976352142355,9366,3447,,,,12813,TRUE,"BE","Court","Court","Court","Court BE","Court (BE)","Court BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,691,89.7444298820446,8217,939,,,,9156,TRUE,"BE","Crémines","Crémines","Crémines","Crémines BE","Crémines (BE)","Crémines BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,692,29.1998614478698,1686,4088,,,,5774,TRUE,"BE","Eschert","Eschert","Eschert","Eschert BE","Eschert (BE)","Eschert BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,694,79.0773112272482,8776,2322,,,,11098,TRUE,"BE","Grandval","Grandval","Grandval","Grandval BE","Grandval (BE)","Grandval BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,696,76.355708965392,8406,2603,,,,11009,TRUE,"BE","Loveresse","Loveresse","Loveresse","Loveresse BE","Loveresse (BE)","Loveresse BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,700,55.3081920456346,6981,5641,,,,12622,TRUE,"BE","Moutier","Moutier","Moutier","Moutier BE","Moutier (BE)","Moutier BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,701,33.5425558624153,1336,2647,,,,3983,TRUE,"BE","Perrefitte","Perrefitte","Perrefitte","Perrefitte BE","Perrefitte (BE)","Perrefitte BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,703,60.9606986899563,4188,2682,,,,6870,TRUE,"BE","Reconvilier","Reconvilier","Reconvilier","Reconvilier BE","Reconvilier (BE)","Reconvilier BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,704,86.2168829775823,8038,1285,,,,9323,TRUE,"BE","Roches BE","Roches (BE)","Roches BE","Roches BE","Roches (BE)","Roches BE BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,706,86.4162593259583,3359,528,,,,3887,TRUE,"BE","Saicourt","Saicourt","Saicourt","Saicourt BE","Saicourt (BE)","Saicourt BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,707,6.14047191941493,445,6802,,,,7247,TRUE,"BE","Saules BE","Saules (BE)","Saules BE","Saules BE","Saules (BE)","Saules BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,708,71.8727598566308,8021,3139,,,,11160,TRUE,"BE","Schelten","La Scheulte","Schelten","Schelten BE","La Scheulte (BE)","Schelten BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,709,54.0419983530058,7875,6697,,,,14572,TRUE,"BE","Seehof","Seehof","Seehof","Seehof BE","Seehof (BE)","Seehof BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,711,50.9325513196481,4342,4183,,,,8525,TRUE,"BE","Sorvilier","Sorvilier","Sorvilier","Sorvilier BE","Sorvilier (BE)","Sorvilier BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,713,41.6206469063451,3693,5180,,,,8873,TRUE,"BE","Tavannes","Tavannes","Tavannes","Tavannes BE","Tavannes (BE)","Tavannes BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,715,59.4476744186046,3272,2232,,,,5504,TRUE,"BE","Rebévelier","Rebévelier","Rebévelier","Rebévelier BE","Rebévelier (BE)","Rebévelier BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,716,59.046157780335,4618,3203,,,,7821,TRUE,"BE","Petit-Val","Petit-Val","Petit-Val","Petit-Val BE","Petit-Val (BE)","Petit-Val BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,717,29.3052503977574,3868,9331,,,,13199,TRUE,"BE","Valbirse","Valbirse","Valbirse","Valbirse BE","Valbirse (BE)","Valbirse BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,723,41.3121406831248,6108,8677,,,,14785,TRUE,"BE","Neuenstadt","La Neuveville","Neuenstadt","Neuenstadt BE","La Neuveville (BE)","Neuenstadt BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,724,75.6556556556557,7558,2432,,,,9990,TRUE,"BE","Nods","Nods","Nods","Nods BE","Nods (BE)","Nods BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,726,5.21367521367521,427,7763,,,,8190,TRUE,"BE","Plateau de Diesse","Plateau de Diesse","Plateau de Diesse","Plateau de Diesse BE","Plateau de Diesse (BE)","Plateau de Diesse BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,731,65.8722226493427,8568,4439,,,,13007,TRUE,"BE","Aegerten","Aegerten","Aegerten","Aegerten BE","Aegerten (BE)","Aegerten BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,732,64.869586921253,5198,2815,,,,8013,TRUE,"BE","Bellmund","Bellmund","Bellmund","Bellmund BE","Bellmund (BE)","Bellmund BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,733,45.8948202436367,4634,5463,,,,10097,TRUE,"BE","Brügg","Brügg","Brügg","Brügg BE","Brügg (BE)","Brügg BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,734,31.0230338244449,2990,6648,,,,9638,TRUE,"BE","Bühl","Bühl","Bühl","Bühl BE","Bühl (BE)","Bühl BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,735,54.8106574565191,8887,7327,,,,16214,TRUE,"BE","Epsach","Epsach","Epsach","Epsach BE","Epsach (BE)","Epsach BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,736,39.7210430563978,1310,1988,,,,3298,TRUE,"BE","Hagneck","Hagneck","Hagneck","Hagneck BE","Hagneck (BE)","Hagneck BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,737,25.457957957958,3391,9929,,,,13320,TRUE,"BE","Hermrigen","Hermrigen","Hermrigen","Hermrigen BE","Hermrigen (BE)","Hermrigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,738,23.3520034467902,1626,5337,,,,6963,TRUE,"BE","Jens","Jens","Jens","Jens BE","Jens (BE)","Jens BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,739,55.2062340454118,8218,6668,,,,14886,TRUE,"BE","Ipsach","Ipsach","Ipsach","Ipsach BE","Ipsach (BE)","Ipsach BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,740,23.2589984350548,2378,7846,,,,10224,TRUE,"BE","Ligerz","Gléresse","Ligerz","Ligerz BE","Gléresse (BE)","Ligerz BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,741,64.3895989422653,7305,4040,,,,11345,TRUE,"BE","Merzligen","Merzligen","Merzligen","Merzligen BE","Merzligen (BE)","Merzligen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,742,62.355460385439,2912,1758,,,,4670,TRUE,"BE","Mörigen","Mörigen","Mörigen","Mörigen BE","Mörigen (BE)","Mörigen BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,743,69.9514091350826,7198,3092,,,,10290,TRUE,"BE","Nidau","Nidau","Nidau","Nidau BE","Nidau (BE)","Nidau BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,744,75.4158004158004,7255,2365,,,,9620,TRUE,"BE","Orpund","Orpund","Orpund","Orpund BE","Orpund (BE)","Orpund BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,745,94.9793155321549,5051,267,,,,5318,TRUE,"BE","Port","Port","Port","Port BE","Port (BE)","Port BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
2,746,52.7652601392872,9016,8071,,,,17087,TRUE,"BE","Safnern","Safnern","Safnern","Safnern BE","Safnern (BE)","Safnern BE","Bern","Berne","Berna",79.8150377115235,FALSE,FALSE
