"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
2,741,70.7769981174054,8271,3415,,,,11686,TRUE,"BE","Merzligen","Merzligen","Merzligen","Merzligen BE","Merzligen (BE)","Merzligen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,742,56.6315616258022,6883,5271,,,,12154,TRUE,"BE","Mörigen","Mörigen","Mörigen","Mörigen BE","Mörigen (BE)","Mörigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,743,69.9092635577126,9939,4278,,,,14217,TRUE,"BE","Nidau","Nidau","Nidau","Nidau BE","Nidau (BE)","Nidau BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,744,60.3850192509626,8626,5659,,,,14285,TRUE,"BE","Orpund","Orpund","Orpund","Orpund BE","Orpund (BE)","Orpund BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,745,87.5492696498957,3776,537,,,,4313,TRUE,"BE","Port","Port","Port","Port BE","Port (BE)","Port BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,746,40.7387348353553,3761,5471,,,,9232,TRUE,"BE","Safnern","Safnern","Safnern","Safnern BE","Safnern (BE)","Safnern BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,747,19.2185850052798,1092,4590,,,,5682,TRUE,"BE","Scheuren","Scheuren","Scheuren","Scheuren BE","Scheuren (BE)","Scheuren BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,748,24.5041196216051,3212,9896,,,,13108,TRUE,"BE","Schwadernau","Schwadernau","Schwadernau","Schwadernau BE","Schwadernau (BE)","Schwadernau BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,749,70.39144287665,9279,3903,,,,13182,TRUE,"BE","Studen BE","Studen (BE)","Studen BE","Studen BE","Studen (BE)","Studen BE BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,750,37.3376623376623,2760,4632,,,,7392,TRUE,"BE","Sutz-Lattrigen","Sutz-Lattrigen","Sutz-Lattrigen","Sutz-Lattrigen BE","Sutz-Lattrigen (BE)","Sutz-Lattrigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,751,99.6462133775567,9013,32,,,,9045,TRUE,"BE","Täuffelen","Täuffelen","Täuffelen","Täuffelen BE","Täuffelen (BE)","Täuffelen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,754,55.439570963417,5789,4653,,,,10442,TRUE,"BE","Walperswil","Walperswil","Walperswil","Walperswil BE","Walperswil (BE)","Walperswil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,755,46.8445805534289,4283,4860,,,,9143,TRUE,"BE","Worben","Worben","Worben","Worben BE","Worben (BE)","Worben BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,756,30.2912467264503,3817,8784,,,,12601,TRUE,"BE","Twann-Tüscherz","Douanne-Daucher","Twann-Tüscherz","Twann-Tüscherz BE","Douanne-Daucher (BE)","Twann-Tüscherz BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,761,44.4030601973022,4411,5523,,,,9934,TRUE,"BE","Därstetten","Därstetten","Därstetten","Därstetten BE","Därstetten (BE)","Därstetten BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,762,72.9344729344729,8192,3040,,,,11232,TRUE,"BE","Diemtigen","Diemtigen","Diemtigen","Diemtigen BE","Diemtigen (BE)","Diemtigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,763,16.516446213274,1411,7132,,,,8543,TRUE,"BE","Erlenbach im Simmental","Erlenbach im Simmental","Erlenbach im Simmental","Erlenbach im Simmental BE","Erlenbach im Simmental (BE)","Erlenbach im Simmental BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,766,86.7660262165559,9664,1474,,,,11138,TRUE,"BE","Oberwil im Simmental","Oberwil im Simmental","Oberwil im Simmental","Oberwil im Simmental BE","Oberwil im Simmental (BE)","Oberwil im Simmental BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,767,68.5969125214408,9998,4577,,,,14575,TRUE,"BE","Reutigen","Reutigen","Reutigen","Reutigen BE","Reutigen (BE)","Reutigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,768,60.235629596278,8027,5299,,,,13326,TRUE,"BE","Spiez","Spiez","Spiez","Spiez BE","Spiez (BE)","Spiez BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,769,38.7413604947254,3195,5052,,,,8247,TRUE,"BE","Wimmis","Wimmis","Wimmis","Wimmis BE","Wimmis (BE)","Wimmis BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,770,46.9959266802444,3692,4164,,,,7856,TRUE,"BE","Stocken-Höfen","Stocken-Höfen","Stocken-Höfen","Stocken-Höfen BE","Stocken-Höfen (BE)","Stocken-Höfen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,782,33.6619079990936,2971,5855,,,,8826,TRUE,"BE","Guttannen","Guttannen","Guttannen","Guttannen BE","Guttannen (BE)","Guttannen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,783,31.2680493567866,3573,7854,,,,11427,TRUE,"BE","Hasliberg","Hasliberg","Hasliberg","Hasliberg BE","Hasliberg (BE)","Hasliberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,784,54.2168674698795,5715,4826,,,,10541,TRUE,"BE","Innertkirchen","Innertkirchen","Innertkirchen","Innertkirchen BE","Innertkirchen (BE)","Innertkirchen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,785,49.260464428339,6661,6861,,,,13522,TRUE,"BE","Meiringen","Meiringen","Meiringen","Meiringen BE","Meiringen (BE)","Meiringen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,786,20.0821777092964,2346,9336,,,,11682,TRUE,"BE","Schattenhalb","Schattenhalb","Schattenhalb","Schattenhalb BE","Schattenhalb (BE)","Schattenhalb BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,791,21.2808273667462,1605,5937,,,,7542,TRUE,"BE","Boltigen","Boltigen","Boltigen","Boltigen BE","Boltigen (BE)","Boltigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,792,51.7825509300266,9354,8710,,,,18064,TRUE,"BE","Lenk","Lenk","Lenk","Lenk BE","Lenk (BE)","Lenk BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,793,27.6184232093099,3370,8832,,,,12202,TRUE,"BE","St. Stephan","Saint-Etienne","St. Stephan","St. Stephan BE","Saint-Etienne (BE)","St. Stephan BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,794,49.3219597550306,9020,9268,,,,18288,TRUE,"BE","Zweisimmen","Zweisimmen","Zweisimmen","Zweisimmen BE","Zweisimmen (BE)","Zweisimmen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,841,31.9923664122137,4191,8909,,,,13100,TRUE,"BE","Gsteig","Gsteig","Gsteig","Gsteig BE","Gsteig (BE)","Gsteig BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,842,41.304347826087,570,810,,,,1380,TRUE,"BE","Lauenen","Lauenen","Lauenen","Lauenen BE","Lauenen (BE)","Lauenen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,843,11.0048411855001,932,7537,,,,8469,TRUE,"BE","Saanen","Gessenay","Saanen","Saanen BE","Gessenay (BE)","Saanen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,852,62.6557559977683,3369,2008,,,,5377,TRUE,"BE","Guggisberg","Guggisberg","Guggisberg","Guggisberg BE","Guggisberg (BE)","Guggisberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,853,30.8432514560648,3654,8193,,,,11847,TRUE,"BE","Rüschegg","Rüschegg","Rüschegg","Rüschegg BE","Rüschegg (BE)","Rüschegg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,855,23.7771948773337,3082,9880,,,,12962,TRUE,"BE","Schwarzenburg","Schwarzenburg","Schwarzenburg","Schwarzenburg BE","Schwarzenburg (BE)","Schwarzenburg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,861,88.7277925260364,8690,1104,,,,9794,TRUE,"BE","Belp","Belp","Belp","Belp BE","Belp (BE)","Belp BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,863,40.6559542152762,5541,8088,,,,13629,TRUE,"BE","Burgistein","Burgistein","Burgistein","Burgistein BE","Burgistein (BE)","Burgistein BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,866,43.4646762714806,5008,6514,,,,11522,TRUE,"BE","Gerzensee","Gerzensee","Gerzensee","Gerzensee BE","Gerzensee (BE)","Gerzensee BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,867,40.2688802670757,4463,6620,,,,11083,TRUE,"BE","Gurzelen","Gurzelen","Gurzelen","Gurzelen BE","Gurzelen (BE)","Gurzelen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,868,61.5522655899507,4116,2571,,,,6687,TRUE,"BE","Jaberg","Jaberg","Jaberg","Jaberg BE","Jaberg (BE)","Jaberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,869,43.1338264963013,6414,8456,,,,14870,TRUE,"BE","Kaufdorf","Kaufdorf","Kaufdorf","Kaufdorf BE","Kaufdorf (BE)","Kaufdorf BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,870,51.9531023274711,8951,8278,,,,17229,TRUE,"BE","Kehrsatz","Kehrsatz","Kehrsatz","Kehrsatz BE","Kehrsatz (BE)","Kehrsatz BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,872,29.0292373322235,2790,6821,,,,9611,TRUE,"BE","Kirchdorf BE","Kirchdorf (BE)","Kirchdorf BE","Kirchdorf BE","Kirchdorf (BE)","Kirchdorf BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,879,39.9479505530254,4912,7384,,,,12296,TRUE,"BE","Riggisberg","Riggisberg","Riggisberg","Riggisberg BE","Riggisberg (BE)","Riggisberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,880,63.4223125860825,9670,5577,,,,15247,TRUE,"BE","Rüeggisberg","Rüeggisberg","Rüeggisberg","Rüeggisberg BE","Rüeggisberg (BE)","Rüeggisberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,883,71.5720112958896,2281,906,,,,3187,TRUE,"BE","Seftigen","Seftigen","Seftigen","Seftigen BE","Seftigen (BE)","Seftigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,884,54.1563494870888,3062,2592,,,,5654,TRUE,"BE","Toffen","Toffen","Toffen","Toffen BE","Toffen (BE)","Toffen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,885,55.8565737051793,1402,1108,,,,2510,TRUE,"BE","Uttigen","Uttigen","Uttigen","Uttigen BE","Uttigen (BE)","Uttigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,886,71.0878946173064,9390,3819,,,,13209,TRUE,"BE","Wattenwil","Wattenwil","Wattenwil","Wattenwil BE","Wattenwil (BE)","Wattenwil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,888,19.4133157547792,1767,7335,,,,9102,TRUE,"BE","Wald BE","Wald (BE)","Wald BE","Wald BE","Wald (BE)","Wald BE BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,889,16.2933310620901,1913,9828,,,,11741,TRUE,"BE","Thurnen","Thurnen","Thurnen","Thurnen BE","Thurnen (BE)","Thurnen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,901,44.0134907251265,1566,1992,,,,3558,TRUE,"BE","Eggiwil","Eggiwil","Eggiwil","Eggiwil BE","Eggiwil (BE)","Eggiwil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,902,51.0552975939215,2419,2319,,,,4738,TRUE,"BE","Langnau im Emmental","Langnau im Emmental","Langnau im Emmental","Langnau im Emmental BE","Langnau im Emmental (BE)","Langnau im Emmental BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,903,62.0349839862035,7554,4623,,,,12177,TRUE,"BE","Lauperswil","Lauperswil","Lauperswil","Lauperswil BE","Lauperswil (BE)","Lauperswil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,904,60.3096291255529,3545,2333,,,,5878,TRUE,"BE","Röthenbach im Emmental","Röthenbach im Emmental","Röthenbach im Emmental","Röthenbach im Emmental BE","Röthenbach im Emmental (BE)","Röthenbach im Emmental BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,905,87.7069884928431,6250,876,,,,7126,TRUE,"BE","Rüderswil","Rüderswil","Rüderswil","Rüderswil BE","Rüderswil (BE)","Rüderswil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,906,48.3170037926675,6115,6541,,,,12656,TRUE,"BE","Schangnau","Schangnau","Schangnau","Schangnau BE","Schangnau (BE)","Schangnau BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,907,40.9169400794336,4739,6843,,,,11582,TRUE,"BE","Signau","Signau","Signau","Signau BE","Signau (BE)","Signau BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,908,51.0675175293469,6482,6211,,,,12693,TRUE,"BE","Trub","Trub","Trub","Trub BE","Trub (BE)","Trub BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,909,81.3934199612939,5888,1346,,,,7234,TRUE,"BE","Trubschachen","Trubschachen","Trubschachen","Trubschachen BE","Trubschachen (BE)","Trubschachen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,921,96.2774094849566,5664,219,,,,5883,TRUE,"BE","Amsoldingen","Amsoldingen","Amsoldingen","Amsoldingen BE","Amsoldingen (BE)","Amsoldingen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,922,51.3893653516295,4494,4251,,,,8745,TRUE,"BE","Blumenstein","Blumenstein","Blumenstein","Blumenstein BE","Blumenstein (BE)","Blumenstein BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,923,42.0116959064327,3592,4958,,,,8550,TRUE,"BE","Buchholterberg","Buchholterberg","Buchholterberg","Buchholterberg BE","Buchholterberg (BE)","Buchholterberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,924,23.01,2301,7699,,,,10000,TRUE,"BE","Eriz","Eriz","Eriz","Eriz BE","Eriz (BE)","Eriz BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,925,15.2277039848197,1605,8935,,,,10540,TRUE,"BE","Fahrni","Fahrni","Fahrni","Fahrni BE","Fahrni (BE)","Fahrni BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,927,83.2643277402484,7642,1536,,,,9178,TRUE,"BE","Heiligenschwendi","Heiligenschwendi","Heiligenschwendi","Heiligenschwendi BE","Heiligenschwendi (BE)","Heiligenschwendi BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,928,82.4144144144144,9148,1952,,,,11100,TRUE,"BE","Heimberg","Heimberg","Heimberg","Heimberg BE","Heimberg (BE)","Heimberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,929,49.3004522328999,6977,7175,,,,14152,TRUE,"BE","Hilterfingen","Hilterfingen","Hilterfingen","Hilterfingen BE","Hilterfingen (BE)","Hilterfingen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,931,8.79039115646258,827,8581,,,,9408,TRUE,"BE","Homberg","Homberg","Homberg","Homberg BE","Homberg (BE)","Homberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,932,88.5948477751756,7566,974,,,,8540,TRUE,"BE","Horrenbach-Buchen","Horrenbach-Buchen","Horrenbach-Buchen","Horrenbach-Buchen BE","Horrenbach-Buchen (BE)","Horrenbach-Buchen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,934,38.1810897435897,3812,6172,,,,9984,TRUE,"BE","Oberhofen am Thunersee","Oberhofen am Thunersee","Oberhofen am Thunersee","Oberhofen am Thunersee BE","Oberhofen am Thunersee (BE)","Oberhofen am Thunersee BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,935,89.9580364984874,9218,1029,,,,10247,TRUE,"BE","Oberlangenegg","Oberlangenegg","Oberlangenegg","Oberlangenegg BE","Oberlangenegg (BE)","Oberlangenegg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,936,30.4384485666105,3249,7425,,,,10674,TRUE,"BE","Pohlern","Pohlern","Pohlern","Pohlern BE","Pohlern (BE)","Pohlern BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,938,28.3426443202979,3805,9620,,,,13425,TRUE,"BE","Sigriswil","Sigriswil","Sigriswil","Sigriswil BE","Sigriswil (BE)","Sigriswil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,939,49.5498805805622,5394,5492,,,,10886,TRUE,"BE","Steffisburg","Steffisburg","Steffisburg","Steffisburg BE","Steffisburg (BE)","Steffisburg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,940,49.5624589805294,4531,4611,,,,9142,TRUE,"BE","Teuffenthal BE","Teuffenthal (BE)","Teuffenthal BE","Teuffenthal BE","Teuffenthal (BE)","Teuffenthal BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,941,26.5848158356302,3183,8790,,,,11973,TRUE,"BE","Thierachern","Thierachern","Thierachern","Thierachern BE","Thierachern (BE)","Thierachern BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,942,31.6855810067535,4551,9812,,,,14363,TRUE,"BE","Thun","Thoune","Thun","Thun BE","Thoune (BE)","Thun BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,943,15.8141089936476,1419,7554,,,,8973,TRUE,"BE","Uebeschi","Uebeschi","Uebeschi","Uebeschi BE","Uebeschi (BE)","Uebeschi BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,944,56.5815324165029,2304,1768,,,,4072,TRUE,"BE","Uetendorf","Uetendorf","Uetendorf","Uetendorf BE","Uetendorf (BE)","Uetendorf BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,945,26.4844486333647,3372,9360,,,,12732,TRUE,"BE","Unterlangenegg","Unterlangenegg","Unterlangenegg","Unterlangenegg BE","Unterlangenegg (BE)","Unterlangenegg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,946,55.9023315586561,3045,2402,,,,5447,TRUE,"BE","Wachseldorn","Wachseldorn","Wachseldorn","Wachseldorn BE","Wachseldorn (BE)","Wachseldorn BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,947,82.6615969581749,2174,456,,,,2630,TRUE,"BE","Zwieselberg","Zwieselberg","Zwieselberg","Zwieselberg BE","Zwieselberg (BE)","Zwieselberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,948,48.2564897326618,2491,2671,,,,5162,TRUE,"BE","Forst-Längenbühl","Forst-Längenbühl","Forst-Längenbühl","Forst-Längenbühl BE","Forst-Längenbühl (BE)","Forst-Längenbühl BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,951,81.0761720967193,7142,1667,,,,8809,TRUE,"BE","Affoltern im Emmental","Affoltern im Emmental","Affoltern im Emmental","Affoltern im Emmental BE","Affoltern im Emmental (BE)","Affoltern im Emmental BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,952,17.1182936119273,1573,7616,,,,9189,TRUE,"BE","Dürrenroth","Dürrenroth","Dürrenroth","Dürrenroth BE","Dürrenroth (BE)","Dürrenroth BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,953,20.5863926826212,1643,6338,,,,7981,TRUE,"BE","Eriswil","Eriswil","Eriswil","Eriswil BE","Eriswil (BE)","Eriswil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,954,64.4048303622772,6720,3714,,,,10434,TRUE,"BE","Huttwil","Huttwil","Huttwil","Huttwil BE","Huttwil (BE)","Huttwil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,955,51.4584083543392,4287,4044,,,,8331,TRUE,"BE","Lützelflüh","Lützelflüh","Lützelflüh","Lützelflüh BE","Lützelflüh (BE)","Lützelflüh BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,956,98.7890688921617,6037,74,,,,6111,TRUE,"BE","Rüegsau","Rüegsau","Rüegsau","Rüegsau BE","Rüegsau (BE)","Rüegsau BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,957,43.4787561225652,3817,4962,,,,8779,TRUE,"BE","Sumiswald","Sumiswald","Sumiswald","Sumiswald BE","Sumiswald (BE)","Sumiswald BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,958,58.8275743510401,3422,2395,,,,5817,TRUE,"BE","Trachselwald","Trachselwald","Trachselwald","Trachselwald BE","Trachselwald (BE)","Trachselwald BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,959,69.0195470058951,8898,3994,,,,12892,TRUE,"BE","Walterswil BE","Walterswil (BE)","Walterswil BE","Walterswil BE","Walterswil (BE)","Walterswil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,960,30.6090249289997,1940,4398,,,,6338,TRUE,"BE","Wyssachen","Wyssachen","Wyssachen","Wyssachen BE","Wyssachen (BE)","Wyssachen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,971,52.34375,4288,3904,,,,8192,TRUE,"BE","Attiswil","Attiswil","Attiswil","Attiswil BE","Attiswil (BE)","Attiswil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,972,9.23211825128398,737,7246,,,,7983,TRUE,"BE","Berken","Berken","Berken","Berken BE","Berken (BE)","Berken BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,973,45.6734851408723,5917,7038,,,,12955,TRUE,"BE","Bettenhausen","Bettenhausen","Bettenhausen","Bettenhausen BE","Bettenhausen (BE)","Bettenhausen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,975,28.5961640916356,2147,5361,,,,7508,TRUE,"BE","Farnern","Farnern","Farnern","Farnern BE","Farnern (BE)","Farnern BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,976,68.8132672840836,9585,4344,,,,13929,TRUE,"BE","Graben","Graben","Graben","Graben BE","Graben (BE)","Graben BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,977,13.9796911948811,1005,6184,,,,7189,TRUE,"BE","Heimenhausen","Heimenhausen","Heimenhausen","Heimenhausen BE","Heimenhausen (BE)","Heimenhausen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,979,65.6028368794326,9990,5238,,,,15228,TRUE,"BE","Herzogenbuchsee","Herzogenbuchsee","Herzogenbuchsee","Herzogenbuchsee BE","Herzogenbuchsee (BE)","Herzogenbuchsee BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,980,83.4669109228303,7290,1444,,,,8734,TRUE,"BE","Inkwil","Inkwil","Inkwil","Inkwil BE","Inkwil (BE)","Inkwil BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,981,54.7647145596696,7425,6133,,,,13558,TRUE,"BE","Niederbipp","Niederbipp","Niederbipp","Niederbipp BE","Niederbipp (BE)","Niederbipp BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,982,15.0017135023989,1751,9921,,,,11672,TRUE,"BE","Niederönz","Niederönz","Niederönz","Niederönz BE","Niederönz (BE)","Niederönz BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,983,9.63056828150892,988,9271,,,,10259,TRUE,"BE","Oberbipp","Oberbipp","Oberbipp","Oberbipp BE","Oberbipp (BE)","Oberbipp BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,985,14.9885469574744,1505,8536,,,,10041,TRUE,"BE","Ochlenberg","Ochlenberg","Ochlenberg","Ochlenberg BE","Ochlenberg (BE)","Ochlenberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,987,38.932845092526,5954,9339,,,,15293,TRUE,"BE","Rumisberg","Rumisberg","Rumisberg","Rumisberg BE","Rumisberg (BE)","Rumisberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,988,42.1844239703914,5357,7342,,,,12699,TRUE,"BE","Seeberg","Seeberg","Seeberg","Seeberg BE","Seeberg (BE)","Seeberg BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,989,85.4334578336937,8692,1482,,,,10174,TRUE,"BE","Thörigen","Thörigen","Thörigen","Thörigen BE","Thörigen (BE)","Thörigen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,990,9.59229614807404,767,7229,,,,7996,TRUE,"BE","Walliswil bei Niederbipp","Walliswil bei Niederbipp","Walliswil bei Niederbipp","Walliswil bei Niederbipp BE","Walliswil bei Niederbipp (BE)","Walliswil bei Niederbipp BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,991,46.8985378821444,4234,4794,,,,9028,TRUE,"BE","Walliswil bei Wangen","Walliswil bei Wangen","Walliswil bei Wangen","Walliswil bei Wangen BE","Walliswil bei Wangen (BE)","Walliswil bei Wangen BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,992,53.0364607524385,9135,8089,,,,17224,TRUE,"BE","Wangen an der Aare","Wangen an der Aare","Wangen an der Aare","Wangen an der Aare BE","Wangen an der Aare (BE)","Wangen an der Aare BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,993,51.1510791366906,4977,4753,,,,9730,TRUE,"BE","Wangenried","Wangenried","Wangenried","Wangenried BE","Wangenried (BE)","Wangenried BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
2,995,45.7784495789246,4240,5022,,,,9262,TRUE,"BE","Wiedlisbach","Wiedlisbach","Wiedlisbach","Wiedlisbach BE","Wiedlisbach (BE)","Wiedlisbach BE","Bern","Berne","Berna",62.8257734701037,FALSE,FALSE
3,1001,72.4636032757052,6371,2421,,,,8792,TRUE,"LU","Doppleschwand","Doppleschwand","Doppleschwand","Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","Luzern","Lucerne","Lucerna",92.7037270506844,FALSE,FALSE
3,1002,31.1958961205515,1946,4292,,,,6238,TRUE,"LU","Entlebuch","Entlebuch","Entlebuch","Entlebuch LU","Entlebuch (LU)","Entlebuch LU","Luzern","Lucerne","Lucerna",92.7037270506844,FALSE,FALSE
3,1004,38.3189882311611,4363,7023,,,,11386,TRUE,"LU","Flühli","Flühli","Flühli","Flühli LU","Flühli (LU)","Flühli LU","Luzern","Lucerne","Lucerna",92.7037270506844,FALSE,FALSE
3,1005,67.8089929954056,9003,4274,,,,13277,TRUE,"LU","Hasle LU","Hasle (LU)","Hasle LU","Hasle LU","Hasle (LU)","Hasle LU","Luzern","Lucerne","Lucerna",92.7037270506844,FALSE,FALSE
