"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
3,1062,81.1895276038702,2853,661,,,,3514,TRUE,"LU","Malters","Malters","Malters","Malters LU","Malters (LU)","Malters LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1063,59.5665634674923,6734,4571,,,,11305,TRUE,"LU","Meggen","Meggen","Meggen","Meggen LU","Meggen (LU)","Meggen LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1064,49.2103984450923,8102,8362,,,,16464,TRUE,"LU","Meierskappel","Meierskappel","Meierskappel","Meierskappel LU","Meierskappel (LU)","Meierskappel LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1065,65.5316720563059,6890,3624,,,,10514,TRUE,"LU","Root","Root","Root","Root LU","Root (LU)","Root LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1066,86.3608487673249,7041,1112,,,,8153,TRUE,"LU","Schwarzenberg","Schwarzenberg","Schwarzenberg","Schwarzenberg LU","Schwarzenberg (LU)","Schwarzenberg LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1067,44.1237113402062,6206,7859,,,,14065,TRUE,"LU","Udligenswil","Udligenswil","Udligenswil","Udligenswil LU","Udligenswil (LU)","Udligenswil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1068,26.0005130836326,2027,5769,,,,7796,TRUE,"LU","Vitznau","Vitznau","Vitznau","Vitznau LU","Vitznau (LU)","Vitznau LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1069,17.2723446050232,1231,5896,,,,7127,TRUE,"LU","Weggis","Weggis","Weggis","Weggis LU","Weggis (LU)","Weggis LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1081,82.8696412948381,9472,1958,,,,11430,TRUE,"LU","Beromünster","Beromünster","Beromünster","Beromünster LU","Beromünster (LU)","Beromünster LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1082,83.6321879692607,9468,1853,,,,11321,TRUE,"LU","Büron","Büron","Büron","Büron LU","Büron (LU)","Büron LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1083,37.3315055974412,3268,5486,,,,8754,TRUE,"LU","Buttisholz","Buttisholz","Buttisholz","Buttisholz LU","Buttisholz (LU)","Buttisholz LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1084,72.5380071656822,7491,2836,,,,10327,TRUE,"LU","Eich","Eich","Eich","Eich LU","Eich (LU)","Eich LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1085,51.4470654135806,8266,7801,,,,16067,TRUE,"LU","Geuensee","Geuensee","Geuensee","Geuensee LU","Geuensee (LU)","Geuensee LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1086,66.4442433838498,5875,2967,,,,8842,TRUE,"LU","Grosswangen","Grosswangen","Grosswangen","Grosswangen LU","Grosswangen (LU)","Grosswangen LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1088,53.9930555555556,8397,7155,,,,15552,TRUE,"LU","Hildisrieden","Hildisrieden","Hildisrieden","Hildisrieden LU","Hildisrieden (LU)","Hildisrieden LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1089,22.6904376012966,2800,9540,,,,12340,TRUE,"LU","Knutwil","Knutwil","Knutwil","Knutwil LU","Knutwil (LU)","Knutwil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1091,22.8464419475655,2257,7622,,,,9879,TRUE,"LU","Mauensee","Mauensee","Mauensee","Mauensee LU","Mauensee (LU)","Mauensee LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1093,49.9032768626531,8513,8546,,,,17059,TRUE,"LU","Neuenkirch","Neuenkirch","Neuenkirch","Neuenkirch LU","Neuenkirch (LU)","Neuenkirch LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1094,29.8349401110137,4085,9607,,,,13692,TRUE,"LU","Nottwil","Nottwil","Nottwil","Nottwil LU","Nottwil (LU)","Nottwil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1095,17.4825174825175,1625,7670,,,,9295,TRUE,"LU","Oberkirch","Oberkirch","Oberkirch","Oberkirch LU","Oberkirch (LU)","Oberkirch LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1097,59.5440130281992,6947,4720,,,,11667,TRUE,"LU","Rickenbach LU","Rickenbach (LU)","Rickenbach LU","Rickenbach LU","Rickenbach (LU)","Rickenbach LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1098,45.0071123755334,4746,5799,,,,10545,TRUE,"LU","Ruswil","Ruswil","Ruswil","Ruswil LU","Ruswil (LU)","Ruswil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1099,37.6322562196168,1316,2181,,,,3497,TRUE,"LU","Schenkon","Schenkon","Schenkon","Schenkon LU","Schenkon (LU)","Schenkon LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1100,68.6033643204958,6199,2837,,,,9036,TRUE,"LU","Schlierbach","Schlierbach","Schlierbach","Schlierbach LU","Schlierbach (LU)","Schlierbach LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1102,28.683025457219,3121,7760,,,,10881,TRUE,"LU","Sempach","Sempach","Sempach","Sempach LU","Sempach (LU)","Sempach LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1103,84.284192910391,5540,1033,,,,6573,TRUE,"LU","Sursee","Sursee","Sursee","Sursee LU","Sursee (LU)","Sursee LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1104,46.1703727575465,4298,5011,,,,9309,TRUE,"LU","Triengen","Triengen","Triengen","Triengen LU","Triengen (LU)","Triengen LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1107,21.3958600476278,1168,4291,,,,5459,TRUE,"LU","Wolhusen","Wolhusen","Wolhusen","Wolhusen LU","Wolhusen (LU)","Wolhusen LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1121,45.777718156818,6825,8084,,,,14909,TRUE,"LU","Alberswil","Alberswil","Alberswil","Alberswil LU","Alberswil (LU)","Alberswil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1122,63.9636570130608,5632,3173,,,,8805,TRUE,"LU","Altbüron","Altbüron","Altbüron","Altbüron LU","Altbüron (LU)","Altbüron LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1123,95.128076343546,5682,291,,,,5973,TRUE,"LU","Altishofen","Altishofen","Altishofen","Altishofen LU","Altishofen (LU)","Altishofen LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1125,38.7488386497368,6256,9889,,,,16145,TRUE,"LU","Dagmersellen","Dagmersellen","Dagmersellen","Dagmersellen LU","Dagmersellen (LU)","Dagmersellen LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1127,98.5448439904855,7043,104,,,,7147,TRUE,"LU","Egolzwil","Egolzwil","Egolzwil","Egolzwil LU","Egolzwil (LU)","Egolzwil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1128,89.645390070922,1896,219,,,,2115,TRUE,"LU","Ettiswil","Ettiswil","Ettiswil","Ettiswil LU","Ettiswil (LU)","Ettiswil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1129,26.6449800384445,3604,9922,,,,13526,TRUE,"LU","Fischbach","Fischbach","Fischbach","Fischbach LU","Fischbach (LU)","Fischbach LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1131,91.5645067133684,3137,289,,,,3426,TRUE,"LU","Grossdietwil","Grossdietwil","Grossdietwil","Grossdietwil LU","Grossdietwil (LU)","Grossdietwil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1132,38.759518001035,5243,8284,,,,13527,TRUE,"LU","Hergiswil bei Willisau","Hergiswil bei Willisau","Hergiswil bei Willisau","Hergiswil bei Willisau LU","Hergiswil bei Willisau (LU)","Hergiswil bei Willisau LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1135,7.93106824635269,810,9403,,,,10213,TRUE,"LU","Luthern","Luthern","Luthern","Luthern LU","Luthern (LU)","Luthern LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1136,54.4081565890628,9979,8362,,,,18341,TRUE,"LU","Menznau","Menznau","Menznau","Menznau LU","Menznau (LU)","Menznau LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1137,59.6276782578152,8488,5747,,,,14235,TRUE,"LU","Nebikon","Nebikon","Nebikon","Nebikon LU","Nebikon (LU)","Nebikon LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1139,42.6259243756104,6110,8224,,,,14334,TRUE,"LU","Pfaffnau","Pfaffnau","Pfaffnau","Pfaffnau LU","Pfaffnau (LU)","Pfaffnau LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1140,19.4188578127617,2319,9623,,,,11942,TRUE,"LU","Reiden","Reiden","Reiden","Reiden LU","Reiden (LU)","Reiden LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1142,55.3026383859286,8552,6912,,,,15464,TRUE,"LU","Roggliswil","Roggliswil","Roggliswil","Roggliswil LU","Roggliswil (LU)","Roggliswil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1143,47.7917368216552,3690,4031,,,,7721,TRUE,"LU","Schötz","Schötz","Schötz","Schötz LU","Schötz (LU)","Schötz LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1145,95.642965204236,6322,288,,,,6610,TRUE,"LU","Ufhusen","Ufhusen","Ufhusen","Ufhusen LU","Ufhusen (LU)","Ufhusen LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1146,18.5207730938974,1217,5354,,,,6571,TRUE,"LU","Wauwil","Wauwil","Wauwil","Wauwil LU","Wauwil (LU)","Wauwil LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1147,46.6479257176932,5476,6263,,,,11739,TRUE,"LU","Wikon","Wikon","Wikon","Wikon LU","Wikon (LU)","Wikon LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1150,56.0748354655032,7583,5940,,,,13523,TRUE,"LU","Zell LU","Zell (LU)","Zell LU","Zell LU","Zell (LU)","Zell LU LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
3,1151,56.6864314086696,9847,7524,,,,17371,TRUE,"LU","Willisau","Willisau","Willisau","Willisau LU","Willisau (LU)","Willisau LU","Luzern","Lucerne","Lucerna",35.5987797491252,FALSE,FALSE
4,1201,20.3001656758601,2083,8178,,,,10261,TRUE,"UR","Altdorf UR","Altdorf (UR)","Altdorf UR","Altdorf UR","Altdorf (UR)","Altdorf UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1202,9.09634949132256,456,4557,,,,5013,TRUE,"UR","Andermatt","Andermatt","Andermatt","Andermatt UR","Andermatt (UR)","Andermatt UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1203,33.353616794706,4385,8762,,,,13147,TRUE,"UR","Attinghausen","Attinghausen","Attinghausen","Attinghausen UR","Attinghausen (UR)","Attinghausen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1205,77.6955341722181,3149,904,,,,4053,TRUE,"UR","Bürglen UR","Bürglen (UR)","Bürglen UR","Bürglen UR","Bürglen (UR)","Bürglen UR UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1206,42.8307805868241,6963,9294,,,,16257,TRUE,"UR","Erstfeld","Erstfeld","Erstfeld","Erstfeld UR","Erstfeld (UR)","Erstfeld UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1207,49.2162259183918,4113,4244,,,,8357,TRUE,"UR","Flüelen","Flüelen","Flüelen","Flüelen UR","Flüelen (UR)","Flüelen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1208,41.9496029512912,6709,9284,,,,15993,TRUE,"UR","Göschenen","Göschenen","Göschenen","Göschenen UR","Göschenen (UR)","Göschenen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1209,32.505987372088,2986,6200,,,,9186,TRUE,"UR","Gurtnellen","Gurtnellen","Gurtnellen","Gurtnellen UR","Gurtnellen (UR)","Gurtnellen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1210,80.7902480033628,7688,1828,,,,9516,TRUE,"UR","Hospental","Hospental","Hospental","Hospental UR","Hospental (UR)","Hospental UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1211,28.5319325407797,1032,2585,,,,3617,TRUE,"UR","Isenthal","Isenthal","Isenthal","Isenthal UR","Isenthal (UR)","Isenthal UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1212,52.1929824561403,2975,2725,,,,5700,TRUE,"UR","Realp","Realp","Realp","Realp UR","Realp (UR)","Realp UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1213,67.355337196607,8020,3887,,,,11907,TRUE,"UR","Schattdorf","Schattdorf","Schattdorf","Schattdorf UR","Schattdorf (UR)","Schattdorf UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1214,30.8691854116619,2827,6331,,,,9158,TRUE,"UR","Seedorf UR","Seedorf (UR)","Seedorf UR","Seedorf UR","Seedorf (UR)","Seedorf UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1215,82.3081800887762,9086,1953,,,,11039,TRUE,"UR","Seelisberg","Seelisberg","Seelisberg","Seelisberg UR","Seelisberg (UR)","Seelisberg UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1216,63.7201195219124,5118,2914,,,,8032,TRUE,"UR","Silenen","Silenen","Silenen","Silenen UR","Silenen (UR)","Silenen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1217,56.2698693041328,3186,2476,,,,5662,TRUE,"UR","Sisikon","Sisikon","Sisikon","Sisikon UR","Sisikon (UR)","Sisikon UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1218,72.1796729455599,6974,2688,,,,9662,TRUE,"UR","Spiringen","Spiringen","Spiringen","Spiringen UR","Spiringen (UR)","Spiringen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1219,49.5229064185385,8356,8517,,,,16873,TRUE,"UR","Unterschächen","Unterschächen","Unterschächen","Unterschächen UR","Unterschächen (UR)","Unterschächen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
4,1220,56.2572975268018,5300,4121,,,,9421,TRUE,"UR","Wassen","Wassen","Wassen","Wassen UR","Wassen (UR)","Wassen UR","Uri","Uri","Uri",60.9069611877203,FALSE,FALSE
5,1301,17.1787589293399,1996,9623,,,,11619,TRUE,"SZ","Einsiedeln","Einsiedeln","Einsiedeln","Einsiedeln SZ","Einsiedeln (SZ)","Einsiedeln SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1311,45.7795867251096,7311,8659,,,,15970,TRUE,"SZ","Gersau","Gersau","Gersau","Gersau SZ","Gersau (SZ)","Gersau SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1321,20.2036363636364,1389,5486,,,,6875,TRUE,"SZ","Feusisberg","Feusisberg","Feusisberg","Feusisberg SZ","Feusisberg (SZ)","Feusisberg SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1322,78.4547988849064,1970,541,,,,2511,TRUE,"SZ","Freienbach","Freienbach","Freienbach","Freienbach SZ","Freienbach (SZ)","Freienbach SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1323,56.5707058540111,9393,7211,,,,16604,TRUE,"SZ","Wollerau","Wollerau","Wollerau","Wollerau SZ","Wollerau (SZ)","Wollerau SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1331,55.4072756030051,5605,4511,,,,10116,TRUE,"SZ","Küssnacht SZ","Küssnacht (SZ)","Küssnacht SZ","Küssnacht SZ","Küssnacht (SZ)","Küssnacht SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1341,0.755235152763474,44,5782,,,,5826,TRUE,"SZ","Altendorf","Altendorf","Altendorf","Altendorf SZ","Altendorf (SZ)","Altendorf SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1342,48.4647961884595,3662,3894,,,,7556,TRUE,"SZ","Galgenen","Galgenen","Galgenen","Galgenen SZ","Galgenen (SZ)","Galgenen SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1343,47.7413856081821,7842,8584,,,,16426,TRUE,"SZ","Innerthal","Innerthal","Innerthal","Innerthal SZ","Innerthal (SZ)","Innerthal SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1344,10.3092783505155,470,4089,,,,4559,TRUE,"SZ","Lachen","Lachen","Lachen","Lachen SZ","Lachen (SZ)","Lachen SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1345,12.6608337622234,738,5091,,,,5829,TRUE,"SZ","Reichenburg","Reichenburg","Reichenburg","Reichenburg SZ","Reichenburg (SZ)","Reichenburg SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1346,28.7938529976747,2848,7043,,,,9891,TRUE,"SZ","Schübelbach","Schübelbach","Schübelbach","Schübelbach SZ","Schübelbach (SZ)","Schübelbach SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1347,67.3216498495309,3803,1846,,,,5649,TRUE,"SZ","Tuggen","Tuggen","Tuggen","Tuggen SZ","Tuggen (SZ)","Tuggen SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1348,51.6337667587415,7664,7179,,,,14843,TRUE,"SZ","Vorderthal","Vorderthal","Vorderthal","Vorderthal SZ","Vorderthal (SZ)","Vorderthal SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1349,88.4069540535746,9967,1307,,,,11274,TRUE,"SZ","Wangen SZ","Wangen (SZ)","Wangen SZ","Wangen SZ","Wangen (SZ)","Wangen SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1361,27.2255553753851,1679,4488,,,,6167,TRUE,"SZ","Alpthal","Alpthal","Alpthal","Alpthal SZ","Alpthal (SZ)","Alpthal SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1362,55.6261682242991,7440,5935,,,,13375,TRUE,"SZ","Arth","Arth","Arth","Arth SZ","Arth (SZ)","Arth SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1363,97.6922223455009,8805,208,,,,9013,TRUE,"SZ","Illgau","Illgau","Illgau","Illgau SZ","Illgau (SZ)","Illgau SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1364,33.0260223048327,2221,4504,,,,6725,TRUE,"SZ","Ingenbohl","Ingenbohl","Ingenbohl","Ingenbohl SZ","Ingenbohl (SZ)","Ingenbohl SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1365,47.6376704365289,9014,9908,,,,18922,TRUE,"SZ","Lauerz","Lauerz","Lauerz","Lauerz SZ","Lauerz (SZ)","Lauerz SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1366,65.1987476177512,9579,5113,,,,14692,TRUE,"SZ","Morschach","Morschach","Morschach","Morschach SZ","Morschach (SZ)","Morschach SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1367,41.508104298802,5301,7470,,,,12771,TRUE,"SZ","Muotathal","Muotathal","Muotathal","Muotathal SZ","Muotathal (SZ)","Muotathal SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1368,32.6346454455023,4593,9481,,,,14074,TRUE,"SZ","Oberiberg","Oberiberg","Oberiberg","Oberiberg SZ","Oberiberg (SZ)","Oberiberg SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1369,62.062231480276,9534,5828,,,,15362,TRUE,"SZ","Riemenstalden","Riemenstalden","Riemenstalden","Riemenstalden SZ","Riemenstalden (SZ)","Riemenstalden SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1370,24.187725631769,2278,7140,,,,9418,TRUE,"SZ","Rothenthurm","Rothenthurm","Rothenthurm","Rothenthurm SZ","Rothenthurm (SZ)","Rothenthurm SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1371,64.8897795591182,4857,2628,,,,7485,TRUE,"SZ","Sattel","Sattel","Sattel","Sattel SZ","Sattel (SZ)","Sattel SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1372,6.99133552435016,702,9339,,,,10041,TRUE,"SZ","Schwyz","Schwyz","Svitto","Schwyz SZ","Schwyz (SZ)","Svitto SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1373,29.2010711894666,2617,6345,,,,8962,TRUE,"SZ","Steinen","Steinen","Steinen","Steinen SZ","Steinen (SZ)","Steinen SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1374,25.821876867902,3456,9928,,,,13384,TRUE,"SZ","Steinerberg","Steinerberg","Steinerberg","Steinerberg SZ","Steinerberg (SZ)","Steinerberg SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
5,1375,60.0273434162181,7025,4678,,,,11703,TRUE,"SZ","Unteriberg","Unteriberg","Unteriberg","Unteriberg SZ","Unteriberg (SZ)","Unteriberg SZ","Schwyz","Schwyz","Svitto",75.0027300789952,FALSE,FALSE
6,1401,48.7921814493823,2646,2777,,,,5423,TRUE,"OW","Alpnach","Alpnach","Alpnach","Alpnach OW","Alpnach (OW)","Alpnach OW","Obwalden","Obwald","Obvaldo",94.6798097575083,FALSE,FALSE
6,1402,74.5344012351636,7724,2639,,,,10363,TRUE,"OW","Engelberg","Engelberg","Engelberg","Engelberg OW","Engelberg (OW)","Engelberg OW","Obwalden","Obwald","Obvaldo",94.6798097575083,FALSE,FALSE
6,1403,3.32608019894311,321,9330,,,,9651,TRUE,"OW","Giswil","Giswil","Giswil","Giswil OW","Giswil (OW)","Giswil OW","Obwalden","Obwald","Obvaldo",94.6798097575083,FALSE,FALSE
6,1404,35.6025577963601,3619,6546,,,,10165,TRUE,"OW","Kerns","Kerns","Kerns","Kerns OW","Kerns (OW)","Kerns OW","Obwalden","Obwald","Obvaldo",94.6798097575083,FALSE,FALSE
6,1405,60.8053691275168,2718,1752,,,,4470,TRUE,"OW","Lungern","Lungern","Lungern","Lungern OW","Lungern (OW)","Lungern OW","Obwalden","Obwald","Obvaldo",94.6798097575083,FALSE,FALSE
6,1406,96.3086548488008,4618,177,,,,4795,TRUE,"OW","Sachseln","Sachseln","Sachseln","Sachseln OW","Sachseln (OW)","Sachseln OW","Obwalden","Obwald","Obvaldo",94.6798097575083,FALSE,FALSE
6,1407,12.0816066305387,1137,8274,,,,9411,TRUE,"OW","Sarnen","Sarnen","Sarnen","Sarnen OW","Sarnen (OW)","Sarnen OW","Obwalden","Obwald","Obvaldo",94.6798097575083,FALSE,FALSE
7,1501,32.4435883324161,4716,9820,,,,14536,TRUE,"NW","Beckenried","Beckenried","Beckenried","Beckenried NW","Beckenried (NW)","Beckenried NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1502,93.1254655741194,8751,646,,,,9397,TRUE,"NW","Buochs","Buochs","Buochs","Buochs NW","Buochs (NW)","Buochs NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1503,31.749912679008,909,1954,,,,2863,TRUE,"NW","Dallenwil","Dallenwil","Dallenwil","Dallenwil NW","Dallenwil (NW)","Dallenwil NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1504,0.314795383001049,6,1900,,,,1906,TRUE,"NW","Emmetten","Emmetten","Emmetten","Emmetten NW","Emmetten (NW)","Emmetten NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1505,57.4315326269469,9919,7352,,,,17271,TRUE,"NW","Ennetbürgen","Ennetbürgen","Ennetbürgen","Ennetbürgen NW","Ennetbürgen (NW)","Ennetbürgen NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1506,37.3664727657324,3533,5922,,,,9455,TRUE,"NW","Ennetmoos","Ennetmoos","Ennetmoos","Ennetmoos NW","Ennetmoos (NW)","Ennetmoos NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1507,14.1070730754201,361,2198,,,,2559,TRUE,"NW","Hergiswil NW","Hergiswil (NW)","Hergiswil NW","Hergiswil NW","Hergiswil (NW)","Hergiswil NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1508,19.5463455614674,2094,8619,,,,10713,TRUE,"NW","Oberdorf NW","Oberdorf (NW)","Oberdorf NW","Oberdorf NW","Oberdorf (NW)","Oberdorf NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1509,51.5305570578691,9528,8962,,,,18490,TRUE,"NW","Stans","Stans","Stans","Stans NW","Stans (NW)","Stans NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1510,23.5335523228531,2006,6518,,,,8524,TRUE,"NW","Stansstad","Stansstad","Stansstad","Stansstad NW","Stansstad (NW)","Stansstad NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
7,1511,30.3780449224929,3841,8803,,,,12644,TRUE,"NW","Wolfenschiessen","Wolfenschiessen","Wolfenschiessen","Wolfenschiessen NW","Wolfenschiessen (NW)","Wolfenschiessen NW","Nidwalden","Nidwald","Nidvaldo",72.5506342248991,FALSE,FALSE
8,1630,36.1118727721415,2634,4660,,,,7294,TRUE,"GL","Glarus Nord","Glarus Nord","Glarus Nord","Glarus Nord GL","Glarus Nord (GL)","Glarus Nord GL","Glarus","Glaris","Glarona",14.2147166188806,FALSE,FALSE
8,1631,92.5627240143369,2066,166,,,,2232,TRUE,"GL","Glarus Süd","Glarus Süd","Glarus Süd","Glarus Süd GL","Glarus Süd (GL)","Glarus Süd GL","Glarus","Glaris","Glarona",14.2147166188806,FALSE,FALSE
